id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
U-009212,2022-07-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,30,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009213,2022-07-07,Latino América,Ninguna,CDMX,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,6 meses,63 y 57,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses
U-009214,2022-07-07,Latino América,Ninguna,Pereira,No estoy en ninguna de esas situaciones,Autónomo,1 año,"37, 35, 17, 9, 6 años respectivamente",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009215,2022-07-07,España,Guadalajara,Guadalajara,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,La mía 33 y mi hija 5,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,1 mes
U-009216,2022-07-07,Latino América,Ninguna,Ciudad de Buenos Aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor cultural,1 año,46 y 54,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009217,2022-07-08,España,Madrid,Fuenlabrada,No estoy en ninguna de esas situaciones,Conductor,3 meses,0,No,Si,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009218,2022-07-08,España,Santa Cruz de Tenerife,Llanos de Aridane,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,41 40 14,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Segovia,6 meses
U-009219,2022-07-08,Otro,Ninguna,Cuba,No estoy en ninguna de esas situaciones,Soldador,Más de 1 año,28-28-4,No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-009220,2022-07-08,Latino América,Cáceres,Plasencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,47,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009221,2022-07-08,España,Ávila,Ávila,No estoy en ninguna de esas situaciones,Cuidar ancianos,Más de 1 año,"44,39,12,6,2",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009222,2022-07-08,España,Alicante,Torrevieja,No estoy en ninguna de esas situaciones,Otro,1 año,"32, 35",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
U-009223,2022-07-08,Latino América,Ninguna,Barquisimeto,No estoy en ninguna de esas situaciones,Técnico,3 meses,0,No,Si,Si,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",3 meses
U-009224,2022-07-08,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,,31 25,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses
U-009225,2022-07-08,España,Navarra,Corella,No estoy en ninguna de esas situaciones,Veterinario,3 meses,"32, 32, 2 y 1",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
U-009226,2022-07-08,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,28 26,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009227,2022-07-08,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,Más de 1 año,62,Si,Si,No,Hasta 600€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009228,2022-07-08,Latino América,Ninguna,bogota dc,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"29,8",No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009229,2022-07-09,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,35. Solo yo,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009230,2022-07-09,Latino América,Ninguna,San Rafael Mendoza Argentina,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,42 - 10 - 5 - 3,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009231,2022-07-09,España,Jaén,Linares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,61-62,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009232,2022-07-09,España,Barcelona,Sabadell,No estoy en ninguna de esas situaciones,Operario,6 meses,"20,18,5 meses",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009233,2022-07-10,España,Madrid,Torrejon de ardoz,No estoy en ninguna de esas situaciones,Mozo almacén,3 meses,31 33,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009234,2022-07-10,Latino América,Ninguna,Capital,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,22 16 11 y 41,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009235,2022-07-10,Otro,Ninguna,Firmat,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,"33, 13, 5",No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009236,2022-07-10,Latino América,Ninguna,Firmat,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,34 -13 - 5,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009237,2022-07-10,España,Vizcaya,Bilbao,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,59 y 47,No,Si,Si,Hasta 600€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando
U-009238,2022-07-10,España,Alicante,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,25,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zamora,1 mes
U-009239,2022-07-10,España,Vizcaya,Bilbao,No estoy en ninguna de esas situaciones,Albañil,1 año,59 y 47,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009240,2022-07-10,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,0,Si,No,Si,Hasta 450€,Primera residencia,Indiferente,3 meses
U-009241,2022-07-10,España,Barcelona,Sabadell,No estoy en ninguna de esas situaciones,Operario,3 meses,"41,39,9.5",No,Si,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",3 meses
U-009242,2022-07-10,España,Barcelona,San Cugat del Vallés,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,0,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009243,2022-07-10,España,Murcia,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,6 meses,"25,22",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009244,2022-07-10,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"60, 13",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Cuenca,1 mes
U-009245,2022-07-10,Latino América,Ninguna,Santiago de Chile,No estoy en ninguna de esas situaciones,Otro,1 año,"56, 18,15 y 8 años y yo de 45 años",No,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes
U-009246,2022-07-10,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,48,Si,Si,No,Hasta 300€,Segunda residencia,Sierra norte de Madrid,3 meses
U-009247,2022-07-10,España,Madrid,Torrejon de Ardoz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,,22 y 2,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009248,2022-07-10,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,6 meses,29 24,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,1 mes
U-009249,2022-07-10,Latino América,Ninguna,BUENOS AIRES,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,3 meses,"55,53,22",Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,6 meses
U-009250,2022-07-10,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,"23, 1",Si,Si,No,Hasta 600€,Primera residencia,"Indeferente, menos de 150km de Madrid",3 meses
U-009251,2022-07-11,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,28  1,No,No,No,Hasta 450€,Primera residencia,"Indeferente, menos de 150km de Madrid",3 meses
U-009252,2022-07-11,España,Las Palmas,Gran canaria,No estoy en ninguna de esas situaciones,Empleado del hogar,1 año,36    -5-33,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009253,2022-07-11,España,Castellón,Castellón de la Plana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,24,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-009254,2022-07-11,Latino América,Ninguna,Guatemala,No estoy en ninguna de esas situaciones,Otro,1 año,"52, 36, 10, 8.",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
U-009255,2022-07-11,Otro,Ninguna,Neiva,No estoy en ninguna de esas situaciones,Vigilante,3 meses,36-12-4,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009256,2022-07-11,España,Vizcaya,Sondika,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,50 y 40,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Segovia,6 meses
U-009257,2022-07-11,Otro,Ninguna,Cuba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,3 meses,"60,65,43,35,33,32,13,9,5,3",No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009258,2022-07-11,España,Barcelona,Torello,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,39 y 40,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses
U-009259,2022-07-11,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Psicólogo,,60 y 50,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009260,2022-07-11,Resto de Europa (dentro de UE),Ninguna,Boxmeer,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,1 año,61,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009261,2022-07-11,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero de Telecomunicación.,Más de 1 año,65 y 18,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009262,2022-07-11,Latino América,Ninguna,ROSARIO,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,Más de 1 año,48-46-18-16-9,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-009263,2022-07-11,Latino América,Ninguna,Santiago de Cali,No estoy en ninguna de esas situaciones,Profesor,1 año,"42, 16, 13, 10, 8",No,Si,No,Hasta 450€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009264,2022-07-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,2 10 31 32 67 25,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009265,2022-07-12,Latino América,Ninguna,San Cristóbal,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,1 año,52,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009266,2022-07-12,Latino América,Ninguna,Bogota,No estoy en ninguna de esas situaciones,Comercial,3 meses,"3 años, 24 años, 25 años",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-009267,2022-07-12,Latino América,Ninguna,Puerto Ordaz,No estoy en ninguna de esas situaciones,Diseñador grafico,3 meses,44 19 24,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009268,2022-07-12,Latino América,Ninguna,CORDOBA CAPITAL,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,Más de 1 año,48 47 16,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-009269,2022-07-12,Latino América,Ninguna,leon,No estoy en ninguna de esas situaciones,Psicólogo,6 meses,"12,10 Y 7",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009270,2022-07-12,España,Almería,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,45/42/38/25/19/19/5/2/1,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009271,2022-07-12,España,Zaragoza,Daroca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pastelero,Más de 1 año,"44, 38, 18, 16, 13,11, 3",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Cuenca,1 mes
U-009272,2022-07-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,,"38, 32 ,y 2",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009273,2022-07-12,España,Valencia,Valencia,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"38,17,7",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009274,2022-07-12,Latino América,Ninguna,Cordoba Argentina,No estoy en ninguna de esas situaciones,Comercial,6 meses,35 y 26,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009275,2022-07-12,Latino América,Ninguna,Cagua,No estoy en ninguna de esas situaciones,Ingeniero Técnico Agrícola,3 meses,37-37-5,No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009276,2022-07-12,Latino América,Ninguna,lima,No estoy en ninguna de esas situaciones,Atención al cliente,Más de 1 año,34,No,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses
U-009277,2022-07-13,Otro,Santa Cruz de Tenerife,Barquisimeto Lara,No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,6 meses,De 65 a 4,Si,Si,Si,Hasta 450€,Primera residencia,"Indeferente, menos de 150km de Madrid",Aún me lo estoy pensando
U-009278,2022-07-13,Otro,Ninguna,Paredes de Nava,No estoy en ninguna de esas situaciones,Carnicero,,46. 33. 9. 5. 3. 1.,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses
U-009279,2022-07-13,Latino América,Ninguna,Santa Fe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,6 meses,41-10,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes
U-009280,2022-07-13,España,Madrid,Valdemoro,No estoy en ninguna de esas situaciones,Cocinero,3 meses,1- 4 - 27- 32- 31- 33,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009281,2022-07-13,Latino América,Ninguna,Canelones,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,3 meses,32 28 9,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009282,2022-07-13,España,Pontevedra,Vigo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,3 meses,23,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009283,2022-07-13,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,,29,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009284,2022-07-13,España,Murcia,Beniel,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,42 - 13,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009285,2022-07-13,España,Málaga,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,1 año,"32, 12 , 6",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009286,2022-07-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,6 meses,49 46,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009287,2022-07-13,España,Girona,Gerona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,Más de 1 año,"Dos tres años,6años ,13,16",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009288,2022-07-13,España,Vizcaya,Bilbao,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermera responsable de cuidados generales,3 meses,41-36-6-1,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009289,2022-07-13,España,Barcelona,Sitges,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,,"62, 57, 27",Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009290,2022-07-13,Latino América,Ninguna,Los Teques,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,42 14 5,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009291,2022-07-13,España,Santa Cruz de Tenerife,LOS LLANOS DE ARIDANE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,20,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009292,2022-07-13,Latino América,Ninguna,monterrey,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,Más de 1 año,70 47 18,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009293,2022-07-13,España,Alicante,Denia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,22,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009294,2022-07-13,Latino América,Ninguna,Rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,"42, 13, 11, 4",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009295,2022-07-14,Latino América,Ninguna,Formosa,No estoy en ninguna de esas situaciones,Panadero,Más de 1 año,10  11 29 y 34,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009296,2022-07-14,Latino América,Ninguna,San Martin,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,30 y 9 meses.,No,Si,Si,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009297,2022-07-14,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,37 y 18,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009298,2022-07-14,España,Valencia,La pobla de vallbona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,54/20,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando
U-009299,2022-07-14,España,Toledo,Camarena,No estoy en ninguna de esas situaciones,Otro,,40/38/14/4,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009300,2022-07-14,España,Madrid,Alcalá de Henares,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,"40,37 y 1 año y 4 meses",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-009301,2022-07-14,España,Girona,Gerona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,Dos guemelos3años niño 6 niña14niño 16 tio 60 david 40 judit 36,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009302,2022-07-14,España,Madrid,Pinilla del Valle,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,62,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-009303,2022-07-14,España,Cantabria,Laredo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,Más de 1 año,54,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zamora,6 meses
U-009304,2022-07-14,España,Tarragona,Salou,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,50/38/11/7/3,No,No,No,Hasta 450€,Primera residencia,Indiferente,1 mes
U-009305,2022-07-14,España,Alicante,San Vicente del raspeig,No estoy en ninguna de esas situaciones,Cocinero,1 año,"36, 31, 12, 7",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009306,2022-07-14,Latino América,Ninguna,Alta Gracia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,45 años ambos,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009307,2022-07-14,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,,De 3 a 65 años,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009308,2022-07-15,Latino América,Ninguna,Guantanamo,No estoy en ninguna de esas situaciones,Médico,Más de 1 año,"60, 40",Si,Si,No,Hasta 450€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009309,2022-07-15,Latino América,Ninguna,"Florida, Camagüey, Cuba",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,54 26 19,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-009310,2022-07-15,España,Madrid,Barrio San Fermín,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,3 meses,"60, 58, 47 y 18",No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009311,2022-07-15,España,Alicante,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Soldador,Más de 1 año,"35, 37, 58",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
U-009312,2022-07-15,España,Málaga,Villanueva de Tapia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,Más de 1 año,56,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009313,2022-07-15,España,Cádiz,Algeciras,No estoy en ninguna de esas situaciones,Militar,6 meses,0,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009314,2022-07-15,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"54, 53 y 25",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-009315,2022-07-15,Latino América,Ninguna,San Gil,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,"47, 38",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009316,2022-07-15,España,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No estoy en ninguna de esas situaciones,Otro,6 meses,44-41-6,Si,Si,No,Hasta 300€,Primera residencia,"Indeferente, menos de 150km de Madrid",Aún me lo estoy pensando
U-009317,2022-07-15,España,Castellón,Castellon de la Plana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,49 y 55,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses
U-009318,2022-07-15,España,Murcia,Cartagena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,49/15/11/9/6/3,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009319,2022-07-15,Latino América,Ninguna,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"49, 44, 21, 15, 4.",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009320,2022-07-15,España,Barcelona,Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"31, 29 y un bebe en camino",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009321,2022-07-16,Latino América,Ninguna,Villa Carlos Paz,No estoy en ninguna de esas situaciones,Comercial,,48-19-17-10,Si,Si,No,Hasta 450€,Primera residencia,"Indeferente, menos de 150km de Madrid",6 meses
U-009322,2022-07-16,Resto de Europa (dentro de UE),Ninguna,GRENOBLE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,54,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009323,2022-07-16,España,Granada,Huetor tajar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Apicultor,3 meses,31 27 6,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,3 meses
U-009324,2022-07-16,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Cocinero,3 meses,0,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009325,2022-07-16,España,Córdoba,Pozoblanco,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,,"28, 25, 3, 1",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-009326,2022-07-16,España,Las Palmas,Las Palmas de Gran Canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,22,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-009327,2022-07-16,España,Gipuzkoa,Anoeta,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,,"38, 41, 11, 3",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
U-009328,2022-07-16,Latino América,Cádiz,Buenos Aires,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,6 meses,32 años y 10 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-009329,2022-07-16,Latino América,Ninguna,Rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,Más de 1 año,35 -39,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-009330,2022-07-17,España,Málaga,Vélez Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,6 meses,56/48/18,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009331,2022-07-17,España,Valladolid,Arroyo de la Encomienda,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,3 y 36,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses
U-009332,2022-07-17,Latino América,Toledo,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,31 y un mes de nacido,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-009333,2022-07-17,España,Sevilla,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,"68,66,45,44,14,12,11,4,2",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-009334,2022-07-17,España,Cáceres,Navalmoral de la mata,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"30, 24, 1 año",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-009335,2022-07-17,España,Madrid,leganes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"41,37,11,8",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-009336,2022-07-17,España,Córdoba,Cabra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,,45 28 10,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
